Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
Location 76,-111.723,34.058,2238,9/17/20,0,70.8,87.6,104.4
Location 76,-111.723,34.058,2238,9/18/20,0,72.4,87.9,103.4
Location 76,-111.723,34.058,2238,9/19/20,0,73.1,87.5,101.9
Location 76,-111.723,34.058,2238,9/20/20,0,73.2,86.2,99.1
Location 76,-111.723,34.058,2238,9/21/20,0,72.5,86.8,101
Location 76,-111.723,34.058,2238,9/22/20,0,74.6,87.6,100.5
Location 76,-111.723,34.058,2238,9/23/20,0,71.7,84.2,96.6
Location 76,-111.723,34.058,2238,9/24/20,0,69.8,85.1,100.4
Location 76,-111.723,34.058,2238,9/25/20,0,70.4,86.3,102.1
Location 76,-111.723,34.058,2238,9/26/20,0,69.4,84.7,100.1
Location 76,-111.723,34.058,2238,9/27/20,0,68.3,82.9,97.4
Location 76,-111.723,34.058,2238,9/28/20,0,66.8,82.6,98.5
Location 76,-111.723,34.058,2238,9/29/20,0,67.9,84,100.1
Location 76,-111.723,34.058,2238,9/30/20,0,68.7,84.2,99.8
Location 76,-111.723,34.058,2238,10/1/20,0,61.9,82.2,102.5
Location 76,-111.723,34.058,2238,10/2/20,0,63.5,83.4,103.4
Location 76,-111.723,34.058,2238,10/3/20,0,62.6,82.7,102.9
Location 76,-111.723,34.058,2238,10/4/20,0,59.8,80.6,101.3
Location 76,-111.723,34.058,2238,10/5/20,0,58.2,79.5,100.9
Location 76,-111.723,34.058,2238,10/6/20,0,59.6,80,100.4
Location 76,-111.723,34.058,2238,10/7/20,0,60.2,80.3,100.4
Location 76,-111.723,34.058,2238,10/8/20,0,58.4,79,99.6
Location 76,-111.723,34.058,2238,10/9/20,0,57.6,76.9,96.1
Location 76,-111.723,34.058,2238,10/10/20,0,57.8,75.8,93.8
Location 76,-111.723,34.058,2238,10/11/20,0,55.7,73.2,90.7
Location 76,-111.723,34.058,2238,10/12/20,0,55.7,73,90.3
Location 76,-111.723,34.058,2238,10/13/20,0,60.1,78.3,96.5
Location 76,-111.723,34.058,2238,10/14/20,0,58,78,98.1
Location 76,-111.723,34.058,2238,10/15/20,0,56.9,77.1,97.4
Location 76,-111.723,34.058,2238,10/16/20,0,54.8,75.8,96.9
Location 76,-111.723,34.058,2238,10/17/20,0,59.7,78.8,97.9
Location 76,-111.723,34.058,2238,10/18/20,0,56,75.1,94.3
Location 76,-111.723,34.058,2238,10/19/20,0,54.4,73.6,92.9
Location 76,-111.723,34.058,2238,10/20/20,0,54.7,74.1,93.6
Location 76,-111.723,34.058,2238,10/21/20,0,54.3,74,93.7
Location 76,-111.723,34.058,2238,10/22/20,0,53.9,73.3,92.8
Location 76,-111.723,34.058,2238,10/23/20,0,53.8,71.7,89.7
Location 76,-111.723,34.058,2238,10/24/20,0,55.3,71.7,88.1
Location 76,-111.723,34.058,2238,10/25/20,0,56.3,69.7,83.1
Location 76,-111.723,34.058,2238,10/26/20,0.01,56.8,68.4,79.9
Location 76,-111.723,34.058,2238,10/27/20,0,44.4,54.8,65.2
Location 76,-111.723,34.058,2238,10/28/20,0,38.8,52.1,65.4
Location 76,-111.723,34.058,2238,10/29/20,0,37.7,53.4,69.1
Location 76,-111.723,34.058,2238,10/30/20,0,46.4,63.8,81.2
Location 76,-111.723,34.058,2238,10/31/20,0,55.9,69.9,83.8
Location 76,-111.723,34.058,2238,11/1/20,0,51.5,69.4,87.3
Location 76,-111.723,34.058,2238,11/2/20,0,57.1,74,90.9
Location 76,-111.723,34.058,2238,11/3/20,0,55.9,73,90
Location 76,-111.723,34.058,2238,11/4/20,0,53.4,70.7,88
Location 76,-111.723,34.058,2238,11/5/20,0,54.4,72.8,91.2
Location 76,-111.723,34.058,2238,11/6/20,0,62.5,77.6,92.7
Location 76,-111.723,34.058,2238,11/7/20,0,62.1,74.6,87.1
Location 76,-111.723,34.058,2238,11/8/20,0,48.5,62.1,75.7
Location 76,-111.723,34.058,2238,11/9/20,0.14,42.7,51.4,60.1
Location 76,-111.723,34.058,2238,11/10/20,0,36.6,46.5,56.3
Location 76,-111.723,34.058,2238,11/11/20,0,36.1,49.9,63.7
Location 76,-111.723,34.058,2238,11/12/20,0,38,54,70
Location 76,-111.723,34.058,2238,11/13/20,0,39.1,55.9,72.7
Location 76,-111.723,34.058,2238,11/14/20,0,40.4,57.5,74.6
Location 76,-111.723,34.058,2238,11/15/20,0,39.9,58.1,76.4
Location 76,-111.723,34.058,2238,11/16/20,0,45.2,63.4,81.6
Location 76,-111.723,34.058,2238,11/17/20,0,47.6,67.8,88
Location 76,-111.723,34.058,2238,11/18/20,0,47.4,67.9,88.4
Location 76,-111.723,34.058,2238,11/19/20,0,48.6,67.4,86.2
Location 76,-111.723,34.058,2238,11/20/20,0,48.6,66.4,84.2
Location 76,-111.723,34.058,2238,11/21/20,0,50.1,67.4,84.8
Location 76,-111.723,34.058,2238,11/22/20,0,52.7,68.2,83.7
Location 76,-111.723,34.058,2238,11/23/20,0,51.9,66.9,81.8
Location 76,-111.723,34.058,2238,11/24/20,0,43.9,59.3,74.7
Location 76,-111.723,34.058,2238,11/25/20,0,38.9,53.5,68.1
Location 76,-111.723,34.058,2238,11/26/20,0,37.8,53,68.2
Location 76,-111.723,34.058,2238,11/27/20,0,37,52.5,68
Location 76,-111.723,34.058,2238,11/28/20,0,39.1,51.6,64.2
Location 76,-111.723,34.058,2238,11/29/20,0,39.8,54.7,69.5
Location 76,-111.723,34.058,2238,11/30/20,0,36.6,55.9,75.2
Location 76,-111.723,34.058,2238,12/1/20,0,39,54.7,70.3
Location 76,-111.723,34.058,2238,12/2/20,0,36.5,53.6,70.6
Location 76,-111.723,34.058,2238,12/3/20,0,42.8,52.1,61.4
Location 76,-111.723,34.058,2238,12/4/20,0,37,50.4,63.8
Location 76,-111.723,34.058,2238,12/5/20,0,35.5,52.1,68.6
Location 76,-111.723,34.058,2238,12/6/20,0,35.3,53.7,72
Location 76,-111.723,34.058,2238,12/7/20,0,37,54.9,72.9
Location 76,-111.723,34.058,2238,12/8/20,0,37.8,57.5,77.2
Location 76,-111.723,34.058,2238,12/9/20,0,43,60.2,77.3
Location 76,-111.723,34.058,2238,12/10/20,0.09,40.8,59.2,77.6
Location 76,-111.723,34.058,2238,12/11/20,0.21,44.8,49.6,54.5
Location 76,-111.723,34.058,2238,12/12/20,0,40.1,49.3,58.6
Location 76,-111.723,34.058,2238,12/13/20,0,37.7,50,62.3
Location 76,-111.723,34.058,2238,12/14/20,0,34.5,45.8,57.1
Location 76,-111.723,34.058,2238,12/15/20,0,35.8,47.2,58.6
Location 76,-111.723,34.058,2238,12/16/20,0,33.5,45.8,58
Location 76,-111.723,34.058,2238,12/17/20,0,35.4,49.6,63.8
Location 76,-111.723,34.058,2238,12/18/20,0,35,48.1,61.1
Location 76,-111.723,34.058,2238,12/19/20,0,33.6,49.5,65.5
Location 76,-111.723,34.058,2238,12/20/20,0,33.5,49.9,66.2
Location 76,-111.723,34.058,2238,12/21/20,0,34.3,53.4,72.4
Location 76,-111.723,34.058,2238,12/22/20,0,37.8,57.8,77.9
Location 76,-111.723,34.058,2238,12/23/20,0,34.4,51.5,68.5
Location 76,-111.723,34.058,2238,12/24/20,0,34.3,47,59.6
Location 76,-111.723,34.058,2238,12/25/20,0,36.7,47.9,59.1
Location 76,-111.723,34.058,2238,12/26/20,0,37,52.1,67.3
Location 76,-111.723,34.058,2238,12/27/20,0,35.2,52,68.7
Location 76,-111.723,34.058,2238,12/28/20,0.09,36.3,52.9,69.6
Location 76,-111.723,34.058,2238,12/29/20,0,36.1,49.8,63.5
Location 76,-111.723,34.058,2238,12/30/20,0,34.6,44.9,55.1
Location 76,-111.723,34.058,2238,12/31/20,0,33,47.5,62
,,,,,,,,
Location 77,-113.516,35.515,4596,1/1/20,0,22.8,35.7,48.6
Location 77,-113.516,35.515,4596,1/2/20,0,24.2,36.7,49.2
Location 77,-113.516,35.515,4596,1/3/20,0,26.9,37.8,48.8
Location 77,-113.516,35.515,4596,1/4/20,0,27.2,41.2,55.2
Location 77,-113.516,35.515,4596,1/5/20,0,29.6,44.3,59.1
Location 77,-113.516,35.515,4596,1/6/20,0,26.5,42.7,58.9
Location 77,-113.516,35.515,4596,1/7/20,0,27,41.1,55.3
Location 77,-113.516,35.515,4596,1/8/20,0,28.5,43.2,57.8
Location 77,-113.516,35.515,4596,1/9/20,0,29.3,42,54.7
Location 77,-113.516,35.515,4596,1/10/20,0,25.2,36.7,48.1
Location 77,-113.516,35.515,4596,1/11/20,0,22.8,34.1,45.5
Location 77,-113.516,35.515,4596,1/12/20,0,21.5,35.6,49.7
Location 77,-113.516,35.515,4596,1/13/20,0,21,35.5,50.1
Location 77,-113.516,35.515,4596,1/14/20,0,27.9,40.4,53
Location 77,-113.516,35.515,4596,1/15/20,0,28.6,43.2,57.8
Location 77,-113.516,35.515,4596,1/16/20,0,29,43.1,57.2
Location 77,-113.516,35.515,4596,1/17/20,0,31.8,45.2,58.6
Location 77,-113.516,35.515,4596,1/18/20,0,27.3,38.8,50.4
Location 77,-113.516,35.515,4596,1/19/20,0,26.4,40.9,55.3
Location 77,-113.516,35.515,4596,1/20/20,0,30.8,44.9,58.9
Location 77,-113.516,35.515,4596,1/21/20,0,38.5,47.3,56.1
Location 77,-113.516,35.515,4596,1/22/20,0.02,33.2,40.9,48.6
Location 77,-113.516,35.515,4596,1/23/20,0,30,42.4,54.8
Location 77,-113.516,35.515,4596,1/24/20,0,31.2,45.8,60.4
Location 77,-113.516,35.515,4596,1/25/20,0,32,46.9,61.7
Location 77,-113.516,35.515,4596,1/26/20,0,32.6,47.4,62.2
Location 77,-113.516,35.515,4596,1/27/20,0,32.2,47.2,62.2
Location 77,-113.516,35.515,4596,1/28/20,0,31.6,44.3,57
Location 77,-113.516,35.515,4596,1/29/20,0,30.2,44.4,58.6
Location 77,-113.516,35.515,4596,1/30/20,0,28.8,41.1,53.3
Location 77,-113.516,35.515,4596,1/31/20,0,28.5,42,55.4
Location 77,-113.516,35.515,4596,2/1/20,0,29.4,44.8,60.2
Location 77,-113.516,35.515,4596,2/2/20,0,33,49.8,66.7
Location 77,-113.516,35.515,4596,2/3/20,0,35.6,51,66.3
Location 77,-113.516,35.515,4596,2/4/20,0,16.9,28.9,40.9
Location 77,-113.516,35.515,4596,2/5/20,0,14.1,26.1,38.1
Location 77,-113.516,35.515,4596,2/6/20,0,15.7,29.5,43.3
Location 77,-113.516,35.515,4596,2/7/20,0,24.5,41.2,57.8
Location 77,-113.516,35.515,4596,2/8/20,0,29.9,46.3,62.6
Location 77,-113.516,35.515,4596,2/9/20,0,30.7,47.3,63.8
Location 77,-113.516,35.515,4596,2/10/20,0,32.4,43.8,55.1
Location 77,-113.516,35.515,4596,2/11/20,0,30.2,43.7,57.2
Location 77,-113.516,35.515,4596,2/12/20,0,22.2,35.8,49.4
Location 77,-113.516,35.515,4596,2/13/20,0,23.2,39.6,56
Location 77,-113.516,35.515,4596,2/14/20,0,24.5,41.4,58.2
Location 77,-113.516,35.515,4596,2/15/20,0,28.1,43.7,59.3
Location 77,-113.516,35.515,4596,2/16/20,0,29.2,44.8,60.4
Location 77,-113.516,35.515,4596,2/17/20,0,32.3,48.5,64.8
Location 77,-113.516,35.515,4596,2/18/20,0,29.2,46.1,63.1
Location 77,-113.516,35.515,4596,2/19/20,0,27.7,43.3,59
Location 77,-113.516,35.515,4596,2/20/20,0,29.1,45.4,61.7
Location 77,-113.516,35.515,4596,2/21/20,0,29.2,45.6,62.1
Location 77,-113.516,35.515,4596,2/22/20,0,31.6,49.4,67.3
Location 77,-113.516,35.515,4596,2/23/20,0.61,34.8,44,53.2
Location 77,-113.516,35.515,4596,2/24/20,0.01,32.6,44.1,55.7
Location 77,-113.516,35.515,4596,2/25/20,0,32.3,45.8,59.3
Location 77,-113.516,35.515,4596,2/26/20,0,28.6,39.5,50.3
Location 77,-113.516,35.515,4596,2/27/20,0,26.3,41.7,57.1
Location 77,-113.516,35.515,4596,2/28/20,0,31,47.2,63.3
Location 77,-113.516,35.515,4596,2/29/20,0,33.7,49,64.2
Location 77,-113.516,35.515,4596,3/1/20,0,32.5,47.8,63.1
Location 77,-113.516,35.515,4596,3/2/20,0.03,32,45.5,58.9
Location 77,-113.516,35.515,4596,3/3/20,0.02,30.8,43.3,55.9
Location 77,-113.516,35.515,4596,3/4/20,0,30.5,46.3,62.1
Location 77,-113.516,35.515,4596,3/5/20,0,32.9,49.1,65.3
Location 77,-113.516,35.515,4596,3/6/20,0,34.7,52.2,69.7
Location 77,-113.516,35.515,4596,3/7/20,0,40.5,55.3,70.1
Location 77,-113.516,35.515,4596,3/8/20,0,40.6,53.5,66.3
Location 77,-113.516,35.515,4596,3/9/20,0,35.5,48.1,60.6
Location 77,-113.516,35.515,4596,3/10/20,0.04,34.9,48.2,61.5
Location 77,-113.516,35.515,4596,3/11/20,0.69,40.1,48.5,56.8
Location 77,-113.516,35.515,4596,3/12/20,0.19,44.5,53.1,61.8
Location 77,-113.516,35.515,4596,3/13/20,0.69,35.8,48.1,60.5
Location 77,-113.516,35.515,4596,3/14/20,0.03,36.4,43.8,51.2
Location 77,-113.516,35.515,4596,3/15/20,0,36.6,46.2,55.9
Location 77,-113.516,35.515,4596,3/16/20,0,34.8,47.6,60.3
Location 77,-113.516,35.515,4596,3/17/20,0,35.6,48.3,60.9
Location 77,-113.516,35.515,4596,3/18/20,0.04,36.2,46.1,55.9
Location 77,-113.516,35.515,4596,3/19/20,0.62,32.1,39.7,47.3
Location 77,-113.516,35.515,4596,3/20/20,0.03,30.5,39.2,47.8
Location 77,-113.516,35.515,4596,3/21/20,0.02,31.8,41.1,50.4
Location 77,-113.516,35.515,4596,3/22/20,0,32.5,45.2,57.9
Location 77,-113.516,35.515,4596,3/23/20,0,32.8,46,59.2
Location 77,-113.516,35.515,4596,3/24/20,0.1,33.9,44.4,55
Location 77,-113.516,35.515,4596,3/25/20,0,35,47.8,60.6
Location 77,-113.516,35.515,4596,3/26/20,0,36.2,48.3,60.5
Location 77,-113.516,35.515,4596,3/27/20,0,27.2,39.9,52.6
Location 77,-113.516,35.515,4596,3/28/20,0.02,24.3,35.8,47.2
Location 77,-113.516,35.515,4596,3/29/20,0,26.2,41.1,56
Location 77,-113.516,35.515,4596,3/30/20,0,30.1,44.2,58.4
Location 77,-113.516,35.515,4596,3/31/20,0,29.2,46.2,63.2
Location 77,-113.516,35.515,4596,4/1/20,0,35.6,52.1,68.6
Location 77,-113.516,35.515,4596,4/2/20,0,43.1,56.2,69.3
Location 77,-113.516,35.515,4596,4/3/20,0,33.1,48.1,63
Location 77,-113.516,35.515,4596,4/4/20,0,31.8,49,66.1
Location 77,-113.516,35.515,4596,4/5/20,0,36.8,51.7,66.5
Location 77,-113.516,35.515,4596,4/6/20,0,39.5,52.4,65.3
Location 77,-113.516,35.515,4596,4/7/20,0,35.4,48.7,62
Location 77,-113.516,35.515,4596,4/8/20,0,36.8,51.1,65.4
Location 77,-113.516,35.515,4596,4/9/20,0.08,33.5,48.5,63.5
Location 77,-113.516,35.515,4596,4/10/20,0,30.1,42.3,54.5
Location 77,-113.516,35.515,4596,4/11/20,0,33.4,44.9,56.3
Location 77,-113.516,35.515,4596,4/12/20,0,37.7,50.1,62.4
Location 77,-113.516,35.515,4596,4/13/20,0.4,38.7,51.1,63.4
Location 77,-113.516,35.515,4596,4/14/20,0,33.5,47.8,62
Location 77,-113.516,35.515,4596,4/15/20,0,30.4,45.4,60.4
Location 77,-113.516,35.515,4596,4/16/20,0,33,50.1,67.2
Location 77,-113.516,35.515,4596,4/17/20,0,40.2,55.2,70.2
Location 77,-113.516,35.515,4596,4/18/20,0,38.8,54.3,69.8
Location 77,-113.516,35.515,4596,4/19/20,0,37.4,50.3,63.2
Location 77,-113.516,35.515,4596,4/20/20,0,39.2,53.5,67.9
Location 77,-113.516,35.515,4596,4/21/20,0,39.7,55,70.4
Location 77,-113.516,35.515,4596,4/22/20,0.02,39.7,52.9,66
Location 77,-113.516,35.515,4596,4/23/20,0,40,57.5,75
Location 77,-113.516,35.515,4596,4/24/20,0,45.5,62.1,78.7
Location 77,-113.516,35.515,4596,4/25/20,0,47.2,63.1,78.9
Location 77,-113.516,35.515,4596,4/26/20,0,47.8,65.2,82.6
Location 77,-113.516,35.515,4596,4/27/20,0,50.1,67.5,85
Location 77,-113.516,35.515,4596,4/28/20,0,49.6,67.1,84.6
Location 77,-113.516,35.515,4596,4/29/20,0,50,69.2,88.4
Location 77,-113.516,35.515,4596,4/30/20,0,52.8,71.5,90.3
Location 77,-113.516,35.515,4596,5/1/20,0,53.1,69.6,86
Location 77,-113.516,35.515,4596,5/2/20,0,51.5,68.1,84.7
Location 77,-113.516,35.515,4596,5/3/20,0,48.7,65,81.3
Location 77,-113.516,35.515,4596,5/4/20,0,46.1,63.7,81.3
Location 77,-113.516,35.515,4596,5/5/20,0,45.4,63.8,82.2
Location 77,-113.516,35.515,4596,5/6/20,0,48.4,67.7,87
Location 77,-113.516,35.515,4596,5/7/20,0,51.4,70.7,90
Location 77,-113.516,35.515,4596,5/8/20,0,50.7,69.7,88.6
Location 77,-113.516,35.515,4596,5/9/20,0,50.4,69.2,87.9
Location 77,-113.516,35.515,4596,5/10/20,0,55.6,72,88.3
Location 77,-113.516,35.515,4596,5/11/20,0,52.1,69.3,86.5
Location 77,-113.516,35.515,4596,5/12/20,0,50.6,66.4,82.2
Location 77,-113.516,35.515,4596,5/13/20,0,47.7,62.7,77.7
Location 77,-113.516,35.515,4596,5/14/20,0,44.1,59,74
Location 77,-113.516,35.515,4596,5/15/20,0,46.1,61.4,76.7
Location 77,-113.516,35.515,4596,5/16/20,0,47.5,63.8,80.2
Location 77,-113.516,35.515,4596,5/17/20,0,52.8,68.9,85
Location 77,-113.516,35.515,4596,5/18/20,0,51.5,67.9,84.3
Location 77,-113.516,35.515,4596,5/19/20,0,51.5,66.9,82.2
Location 77,-113.516,35.515,4596,5/20/20,0,37.3,53.1,68.8
Location 77,-113.516,35.515,4596,5/21/20,0,37,54.1,71.2
Location 77,-113.516,35.515,4596,5/22/20,0,41.4,59.8,78.2
Location 77,-113.516,35.515,4596,5/23/20,0,47.4,63.4,79.5
Location 77,-113.516,35.515,4596,5/24/20,0,42.9,59.2,75.6
Location 77,-113.516,35.515,4596,5/25/20,0,44.8,61.1,77.4
Location 77,-113.516,35.515,4596,5/26/20,0,45.2,64,82.8
Location 77,-113.516,35.515,4596,5/27/20,0,52.1,71.5,90.9
Location 77,-113.516,35.515,4596,5/28/20,0,58.1,76.9,95.7
Location 77,-113.516,35.515,4596,5/29/20,0,61.9,79.3,96.8
Location 77,-113.516,35.515,4596,5/30/20,0,62.9,79.9,96.8
Location 77,-113.516,35.515,4596,5/31/20,0,60.1,76.4,92.7
Location 77,-113.516,35.515,4596,6/1/20,0,56.9,73.4,89.9
Location 77,-113.516,35.515,4596,6/2/20,0,58.1,74.8,91.6
Location 77,-113.516,35.515,4596,6/3/20,0,60.2,76.2,92.2
Location 77,-113.516,35.515,4596,6/4/20,0,62.1,79.3,96.5
Location 77,-113.516,35.515,4596,6/5/20,0,61.9,79.5,97.1
Location 77,-113.516,35.515,4596,6/6/20,0,56.8,74.5,92.2
Location 77,-113.516,35.515,4596,6/7/20,0,51.5,64.6,77.6
Location 77,-113.516,35.515,4596,6/8/20,0,46,62,77.9
Location 77,-113.516,35.515,4596,6/9/20,0,39.7,54.2,68.7
Location 77,-113.516,35.515,4596,6/10/20,0,42.5,61.5,80.5
Location 77,-113.516,35.515,4596,6/11/20,0,51.8,70.9,90.1
Location 77,-113.516,35.515,4596,6/12/20,0,57.7,75.8,93.9
Location 77,-113.516,35.515,4596,6/13/20,0,55.2,73.8,92.3
Location 77,-113.516,35.515,4596,6/14/20,0,50,67.6,85.2
Location 77,-113.516,35.515,4596,6/15/20,0,51.1,69.3,87.5
Location 77,-113.516,35.515,4596,6/16/20,0,56.6,72.9,89.2
Location 77,-113.516,35.515,4596,6/17/20,0,58.2,73,87.8
Location 77,-113.516,35.515,4596,6/18/20,0,54,70.2,86.4
Location 77,-113.516,35.515,4596,6/19/20,0,53.9,70.6,87.4
Location 77,-113.516,35.515,4596,6/20/20,0,54.8,72.8,90.9
Location 77,-113.516,35.515,4596,6/21/20,0,59.9,76.6,93.3
Location 77,-113.516,35.515,4596,6/22/20,0,62.9,79.1,95.3
Location 77,-113.516,35.515,4596,6/23/20,0,63.6,79.8,96.1
Location 77,-113.516,35.515,4596,6/24/20,0,63.6,80.9,98.1
Location 77,-113.516,35.515,4596,6/25/20,0,62.7,80.1,97.5
Location 77,-113.516,35.515,4596,6/26/20,0,63.2,78.8,94.4
Location 77,-113.516,35.515,4596,6/27/20,0,62.3,78.8,95.3
Location 77,-113.516,35.515,4596,6/28/20,0,59.7,77.6,95.4
Location 77,-113.516,35.515,4596,6/29/20,0,62.3,75.6,88.9
Location 77,-113.516,35.515,4596,6/30/20,0,49.7,64.7,79.8
Location 77,-113.516,35.515,4596,7/1/20,0,50.4,68.1,85.8
Location 77,-113.516,35.515,4596,7/2/20,0,55.5,71.6,87.6
Location 77,-113.516,35.515,4596,7/3/20,0,59,74.6,90.2
Location 77,-113.516,35.515,4596,7/4/20,0,61,76.2,91.4
Location 77,-113.516,35.515,4596,7/5/20,0,60.8,78.2,95.6
Location 77,-113.516,35.515,4596,7/6/20,0,62.6,80,97.3
Location 77,-113.516,35.515,4596,7/7/20,0,60.6,78.7,96.8
Location 77,-113.516,35.515,4596,7/8/20,0,61,78.6,96.1
Location 77,-113.516,35.515,4596,7/9/20,0,63.2,79.3,95.4
Location 77,-113.516,35.515,4596,7/10/20,0,63.9,80,96.1
Location 77,-113.516,35.515,4596,7/11/20,0,65.6,82.1,98.6
Location 77,-113.516,35.515,4596,7/12/20,0,69.9,86.6,103.2
Location 77,-113.516,35.515,4596,7/13/20,0,71.7,87.8,104
Location 77,-113.516,35.515,4596,7/14/20,0,67.2,83.5,99.8
Location 77,-113.516,35.515,4596,7/15/20,0,64.9,80.5,96.1
Location 77,-113.516,35.515,4596,7/16/20,0,63.8,80.3,96.9
Location 77,-113.516,35.515,4596,7/17/20,0,65.4,81.2,97.1
Location 77,-113.516,35.515,4596,7/18/20,0,66.6,81.3,95.9
Location 77,-113.516,35.515,4596,7/19/20,0,65.3,81.8,98.4
Location 77,-113.516,35.515,4596,7/20/20,0,67.8,83.5,99.3
Location 77,-113.516,35.515,4596,7/21/20,0,69.2,81.8,94.3
Location 77,-113.516,35.515,4596,7/22/20,0.05,65.3,80,94.6
Location 77,-113.516,35.515,4596,7/23/20,0,64.5,79,93.5
Location 77,-113.516,35.515,4596,7/24/20,0,61.3,76.3,91.4
Location 77,-113.516,35.515,4596,7/25/20,0.07,59.3,73.8,88.3
Location 77,-113.516,35.515,4596,7/26/20,0,59.9,76.1,92.3
Location 77,-113.516,35.515,4596,7/27/20,0,62.8,78.9,95
Location 77,-113.516,35.515,4596,7/28/20,0,64.6,81,97.4
Location 77,-113.516,35.515,4596,7/29/20,0,63.3,80.8,98.4
Location 77,-113.516,35.515,4596,7/30/20,0,64.7,82.6,100.4
Location 77,-113.516,35.515,4596,7/31/20,0,66.8,85,103.2
Location 77,-113.516,35.515,4596,8/1/20,0,70.5,87.8,105.1
Location 77,-113.516,35.515,4596,8/2/20,0,67.8,84.1,100.3
Location 77,-113.516,35.515,4596,8/3/20,0,64.5,81.1,97.8
Location 77,-113.516,35.515,4596,8/4/20,0,64.6,81.4,98.2
Location 77,-113.516,35.515,4596,8/5/20,0,62.2,78.9,95.6
Location 77,-113.516,35.515,4596,8/6/20,0,61,77.4,93.7
Location 77,-113.516,35.515,4596,8/7/20,0,59.2,75.5,91.8
Location 77,-113.516,35.515,4596,8/8/20,0,59.8,76.3,92.8
Location 77,-113.516,35.515,4596,8/9/20,0,61.4,78.2,94.9
Location 77,-113.516,35.515,4596,8/10/20,0,61.7,78.7,95.7
Location 77,-113.516,35.515,4596,8/11/20,0,63.8,79.8,95.8
Location 77,-113.516,35.515,4596,8/12/20,0,63.6,79.2,94.8
Location 77,-113.516,35.515,4596,8/13/20,0,64.1,80.2,96.3
Location 77,-113.516,35.515,4596,8/14/20,0,63,81.1,99.2
Location 77,-113.516,35.515,4596,8/15/20,0,66.4,84.2,102
Location 77,-113.516,35.515,4596,8/16/20,0,68.4,86.9,105.4
Location 77,-113.516,35.515,4596,8/17/20,0,69.4,86.4,103.4
Location 77,-113.516,35.515,4596,8/18/20,0,69.8,86.4,102.9
Location 77,-113.516,35.515,4596,8/19/20,0.07,66.8,84.5,102.3
Location 77,-113.516,35.515,4596,8/20/20,0,68.1,85.2,102.2
Location 77,-113.516,35.515,4596,8/21/20,0,68.9,85.3,101.7
Location 77,-113.516,35.515,4596,8/22/20,0,66.7,81.3,95.9
Location 77,-113.516,35.515,4596,8/23/20,0,66.4,80.8,95.3
Location 77,-113.516,35.515,4596,8/24/20,0.03,65.4,81,96.6
Location 77,-113.516,35.515,4596,8/25/20,0,68.5,84.2,99.8
Location 77,-113.516,35.515,4596,8/26/20,0,66.5,82.1,97.7
Location 77,-113.516,35.515,4596,8/27/20,0,67.1,83.5,100
Location 77,-113.516,35.515,4596,8/28/20,0,67.1,82.5,97.8
Location 77,-113.516,35.515,4596,8/29/20,0,68,82.6,97.2
Location 77,-113.516,35.515,4596,8/30/20,0,64.1,78.1,92.1
Location 77,-113.516,35.515,4596,8/31/20,0,60.8,75.1,89.4
Location 77,-113.516,35.515,4596,9/1/20,0,60.4,74.9,89.4
Location 77,-113.516,35.515,4596,9/2/20,0,57.3,73.6,89.9
Location 77,-113.516,35.515,4596,9/3/20,0,56.7,74.9,93.1
Location 77,-113.516,35.515,4596,9/4/20,0,62.8,80.9,98.9
Location 77,-113.516,35.515,4596,9/5/20,0,63.2,82.2,101.2
Location 77,-113.516,35.515,4596,9/6/20,0,66.8,84.9,103
Location 77,-113.516,35.515,4596,9/7/20,0,66.7,85.3,103.9
Location 77,-113.516,35.515,4596,9/8/20,0,65.9,83.5,101.1
Location 77,-113.516,35.515,4596,9/9/20,0,43.2,60,76.8
Location 77,-113.516,35.515,4596,9/10/20,0,41.5,55.9,70.3
Location 77,-113.516,35.515,4596,9/11/20,0,43.3,60.5,77.8
Location 77,-113.516,35.515,4596,9/12/20,0,48.6,65,81.4
Location 77,-113.516,35.515,4596,9/13/20,0,52.5,70.3,88.2
Location 77,-113.516,35.515,4596,9/14/20,0,54.7,72.7,90.7
Location 77,-113.516,35.515,4596,9/15/20,0,58.4,74.4,90.4
Location 77,-113.516,35.515,4596,9/16/20,0,57.6,74.5,91.4
Location 77,-113.516,35.515,4596,9/17/20,0,57.2,76.3,95.4
Location 77,-113.516,35.515,4596,9/18/20,0,58.5,76.2,93.8
Location 77,-113.516,35.515,4596,9/19/20,0,58.9,76,93.1
Location 77,-113.516,35.515,4596,9/20/20,0,61.6,76.1,90.6
Location 77,-113.516,35.515,4596,9/21/20,0,60.7,75.7,90.8
Location 77,-113.516,35.515,4596,9/22/20,0.05,60.8,74.2,87.6
Location 77,-113.516,35.515,4596,9/23/20,0,59.9,74,88.1
Location 77,-113.516,35.515,4596,9/24/20,0,56.8,73.4,90
Location 77,-113.516,35.515,4596,9/25/20,0,58.2,75,91.9
Location 77,-113.516,35.515,4596,9/26/20,0,56.9,73.4,90
Location 77,-113.516,35.515,4596,9/27/20,0,56.5,72.8,89
Location 77,-113.516,35.515,4596,9/28/20,0,54.6,72,89.4
Location 77,-113.516,35.515,4596,9/29/20,0,52.3,69.7,87.1
Location 77,-113.516,35.515,4596,9/30/20,0,50.8,70,89.2
